epoch,Lc_loss,Lr_loss,Pm*_loss,Pm_loss,loss,lr,val_Lc_loss,val_Lr_loss,val_Pm*_loss,val_Pm_loss,val_loss
0,11.90022087097168,11.733050346374512,0.9442631006240845,5.190497398376465,1.306725263595581,0.01,41.02861404418945,34.05459976196289,1.4674657583236694,9.151884078979492,3.9715566635131836
1,9.1583890914917,8.792879104614258,0.9292612075805664,4.4093017578125,1.0062726736068726,0.01,29.067060470581055,28.356821060180664,1.4044151306152344,8.820856094360352,3.0813422203063965
2,8.518742561340332,8.07367992401123,0.9248447418212891,4.043807506561279,0.9307256937026978,0.01,32.478702545166016,28.403919219970703,1.3193551301956177,8.419958114624023,3.2438271045684814
3,8.090027809143066,7.63054895401001,0.9218094944953918,3.887720823287964,0.8838308453559875,0.01,30.577041625976562,24.56986427307129,1.311018943786621,7.053656101226807,2.9283523559570312
4,7.80934476852417,7.352872371673584,0.9196711778640747,3.818295955657959,0.8544095158576965,0.01,31.15186882019043,31.161325454711914,1.286840558052063,6.427377223968506,3.2728588581085205
5,7.613715171813965,7.1512298583984375,0.917561948299408,3.787398338317871,0.8338369727134705,0.01,16.774438858032227,15.001524925231934,1.2178170680999756,5.413873195648193,1.7237038612365723
6,7.454676151275635,6.982513427734375,0.9158618450164795,3.7639503479003906,0.8169105052947998,0.01,16.563493728637695,14.808167457580566,1.2150156497955322,4.927321910858154,1.693390130996704
7,7.329023838043213,6.8457841873168945,0.9145694971084595,3.7467730045318604,0.8033974170684814,0.01,20.58955192565918,16.039138793945312,1.2368394136428833,5.73012113571167,1.9728684425354004
8,7.222622394561768,6.730013847351074,0.9134151339530945,3.734631061553955,0.7919970154762268,0.01,16.364274978637695,14.092164039611816,1.2339987754821777,5.012660980224609,1.6496434211730957
9,7.138594150543213,6.631223201751709,0.9125624299049377,3.7251205444335938,0.7826303839683533,0.01,15.335936546325684,14.361370086669922,1.2092920541763306,4.86859130859375,1.6081849336624146
10,7.058168888092041,6.543196201324463,0.9116630554199219,3.7168691158294678,0.7740079760551453,0.01,15.82672119140625,14.191115379333496,1.2117695808410645,5.080958843231201,1.6284854412078857
11,7.011406898498535,6.490164279937744,0.9110594391822815,3.711773157119751,0.768892228603363,0.01,16.39931297302246,13.668745994567871,1.2071690559387207,4.935271263122559,1.627929449081421
12,6.949804782867432,6.414989471435547,0.9103129506111145,3.7093987464904785,0.7619771361351013,0.01,13.594038009643555,12.679398536682129,1.2178376913070679,4.517942905426025,1.4299609661102295
13,6.901978015899658,6.35881233215332,0.9097689986228943,3.705326795578003,0.756677508354187,0.01,14.435361862182617,12.73194408416748,1.2097543478012085,4.670343399047852,1.477584719657898
14,6.865578651428223,6.308032512664795,0.9091423153877258,3.7044620513916016,0.7522792220115662,0.01,14.15184497833252,13.014018058776855,1.2048985958099365,4.523409366607666,1.4744294881820679
15,6.82493782043457,6.258857250213623,0.9087823629379272,3.7045657634735107,0.7477784752845764,0.01,12.764577865600586,12.031033515930176,1.2000292539596558,4.244326114654541,1.3501276969909668
16,6.793376922607422,6.215826988220215,0.9082152247428894,3.7045257091522217,0.7440349459648132,0.01,14.37372875213623,12.780328750610352,1.2088180780410767,4.439036846160889,1.4722310304641724
17,6.7589192390441895,6.173075199127197,0.907812237739563,3.704101085662842,0.7401501536369324,0.01,13.982291221618652,14.098871231079102,1.2226362228393555,4.298537731170654,1.5159367322921753
18,6.728155612945557,6.1312150955200195,0.9074167013168335,3.7041003704071045,0.736507773399353,0.01,13.32652759552002,12.298027992248535,1.2040846347808838,4.086678504943848,1.3884673118591309
19,6.701095104217529,6.094203472137451,0.9070261716842651,3.70418381690979,0.7332988977432251,0.01,14.591663360595703,13.56368637084961,1.2145330905914307,4.756711483001709,1.528845191001892
20,6.666293621063232,6.0499677658081055,0.9065537452697754,3.705789089202881,0.7293634414672852,0.01,13.1032133102417,13.263659477233887,1.2108391523361206,4.1508965492248535,1.4270637035369873
21,6.649054050445557,6.025224208831787,0.9061204791069031,3.7049131393432617,0.7272337675094604,0.01,13.326684951782227,13.73422908782959,1.2067373991012573,4.020214557647705,1.459107756614685
22,6.619077682495117,5.9902262687683105,0.905828595161438,3.707306146621704,0.7240259051322937,0.01,12.800811767578125,12.378467559814453,1.2058837413787842,4.0260844230651855,1.3650307655334473
23,6.606584548950195,5.96346378326416,0.9055531620979309,3.707005262374878,0.7220504283905029,0.01,13.42078971862793,12.2931547164917,1.2070462703704834,4.278284549713135,1.396880865097046
24,6.585430145263672,5.940684795379639,0.9052451848983765,3.7090682983398438,0.7198847532272339,0.01,13.008973121643066,12.294976234436035,1.199277400970459,4.058219909667969,1.371772050857544
25,6.572564601898193,5.915813446044922,0.904952347278595,3.709028959274292,0.7179893255233765,0.01,12.958845138549805,12.29723072052002,1.1988369226455688,4.096231937408447,1.370147466659546
26,6.555533409118652,5.890764236450195,0.904698371887207,3.709928274154663,0.7159007787704468,0.01,12.303738594055176,12.412494659423828,1.1970419883728027,3.9925153255462646,1.3410062789916992
27,6.531423568725586,5.8584089279174805,0.9043480157852173,3.709780693054199,0.7130631804466248,0.01,12.885355949401855,11.927136421203613,1.1980534791946411,4.062071800231934,1.3472716808319092
28,6.51555061340332,5.836540699005127,0.9040300250053406,3.7097866535186768,0.7111707925796509,0.01,13.268731117248535,13.228548049926758,1.2142274379730225,4.02780294418335,1.43107271194458
29,6.494490146636963,5.814369201660156,0.9038594961166382,3.713238477706909,0.7090680599212646,0.01,13.358039855957031,12.640809059143066,1.2116819620132446,4.193033695220947,1.409425973892212
30,6.481546401977539,5.7898759841918945,0.9034901857376099,3.7128684520721436,0.7071829438209534,0.01,13.21611213684082,12.820780754089355,1.2041761875152588,4.280142307281494,1.4129232168197632
31,6.463171005249023,5.769361972808838,0.903283417224884,3.7126920223236084,0.7052315473556519,0.01,13.033184051513672,12.740477561950684,1.2087388038635254,3.976163148880005,1.3937746286392212
32,6.454544544219971,5.751421928405762,0.9031045436859131,3.7152929306030273,0.7039525508880615,0.01,13.089436531066895,13.03567123413086,1.2018359899520874,4.000577926635742,1.4117199182510376
33,6.4404826164245605,5.734025955200195,0.9029020667076111,3.71506667137146,0.7023682594299316,0.01,12.916518211364746,12.8101224899292,1.2007373571395874,4.069906234741211,1.3931342363357544
34,6.425537586212158,5.7128214836120605,0.9026313424110413,3.71500563621521,0.7005541920661926,0.01,13.177851676940918,13.446904182434082,1.2150659561157227,4.370485782623291,1.4444581270217896
35,6.406878471374512,5.688730716705322,0.9024251699447632,3.716684103012085,0.6984447240829468,0.01,12.84915828704834,12.091014862060547,1.2027103900909424,3.9391298294067383,1.3512351512908936
36,6.402458190917969,5.679841995239258,0.9021376371383667,3.717482089996338,0.697790801525116,0.01,12.625012397766113,13.194931983947754,1.2044545412063599,3.868910789489746,1.3938522338867188
37,6.383782863616943,5.655195713043213,0.9018981456756592,3.7185020446777344,0.6956412196159363,0.01,12.719515800476074,12.423063278198242,1.2025518417358398,4.073657989501953,1.3640457391738892
38,6.372527122497559,5.635383605957031,0.9017366170883179,3.7195582389831543,0.694103479385376,0.01,12.774194717407227,12.936248779296875,1.2071342468261719,3.895475149154663,1.3889002799987793
39,6.368157863616943,5.631104946136475,0.901590883731842,3.717806339263916,0.6936348080635071,0.01,12.977370262145996,12.34493637084961,1.2023199796676636,4.211703300476074,1.3758018016815186
40,6.363119125366211,5.6205854415893555,0.9013809561729431,3.7199878692626953,0.6928975582122803,0.01,12.946139335632324,12.531671524047852,1.2093454599380493,4.105732440948486,1.3816142082214355
41,6.342009544372559,5.595346927642822,0.9010127782821655,3.7216684818267822,0.6906057596206665,0.01,12.569879531860352,11.794612884521484,1.1973457336425781,3.9499452114105225,1.3225380182266235
42,5.979159832000732,5.147645950317383,0.8975300788879395,3.722501277923584,0.6500254273414612,0.0009999999,12.273573875427246,12.028007507324219,1.1991325616836548,3.7664921283721924,1.3157271146774292
43,5.899906158447266,5.050342559814453,0.8966319561004639,3.7317302227020264,0.6413684487342834,0.0009999999,12.179750442504883,12.008853912353516,1.2008185386657715,3.7843005657196045,1.3104679584503174
44,5.870511054992676,5.00947904586792,0.8963668942451477,3.735598564147949,0.6379314661026001,0.0009999999,12.15633487701416,11.983112335205078,1.1981263160705566,3.777312994003296,1.3078144788742065
45,5.850566387176514,4.981624126434326,0.8961180448532104,3.7388343811035156,0.6356000900268555,0.0009999999,12.19241714477539,11.969045639038086,1.2002896070480347,3.753267288208008,1.3084726333618164
46,5.836481094360352,4.9623918533325195,0.8958736062049866,3.741719961166382,0.6339904069900513,0.0009999999,12.162127494812012,11.900701522827148,1.197484016418457,3.7508697509765625,1.303441047668457
47,5.822055816650391,4.939175128936768,0.8957187533378601,3.7440080642700195,0.6321524381637573,0.0009999999,12.21302604675293,11.942410469055176,1.199352502822876,3.75224232673645,1.3081262111663818
48,5.809802055358887,4.927981376647949,0.8955810070037842,3.745283842086792,0.6310023665428162,0.0009999999,12.225897789001465,11.904481887817383,1.1995091438293457,3.7565298080444336,1.3069628477096558
49,5.798886299133301,4.911439895629883,0.8955325484275818,3.7483267784118652,0.6296907663345337,0.0009999999,12.31551456451416,12.033480644226074,1.2009693384170532,3.7667722702026367,1.3181300163269043
50,5.79083776473999,4.898901462554932,0.8953807353973389,3.7491769790649414,0.6286758780479431,0.0009999999,12.34172248840332,12.044846534729004,1.2006500959396362,3.7479240894317627,1.319621205329895
51,5.778689384460449,4.8858795166015625,0.8952559232711792,3.749725103378296,0.6274250745773315,0.0009999999,12.11666488647461,11.918928146362305,1.1997932195663452,3.7821528911590576,1.3027526140213013
52,5.773322582244873,4.87748908996582,0.8951649069786072,3.7512032985687256,0.6267664432525635,0.0009999999,12.269753456115723,12.006396293640137,1.2017360925674438,3.7343132495880127,1.3138409852981567
53,5.7655029296875,4.87033748626709,0.8950850367546082,3.7521815299987793,0.6260368824005127,0.0009999999,12.167051315307617,12.012529373168945,1.2021894454956055,3.7994658946990967,1.310348629951477
54,5.760764122009277,4.861572742462158,0.8949864506721497,3.7533788681030273,0.6253834366798401,0.0009999999,12.213860511779785,12.135112762451172,1.2032430171966553,3.7670674324035645,1.3181769847869873
55,5.755483150482178,4.854041576385498,0.8948543071746826,3.7553930282592773,0.6247811317443848,0.0009999999,12.307143211364746,11.926265716552734,1.201279640197754,3.7559993267059326,1.3121438026428223
56,5.7432541847229,4.840263843536377,0.8947409391403198,3.7553327083587646,0.6234793663024902,0.0009999999,12.169736862182617,11.88204288482666,1.1992782354354858,3.764054298400879,1.3031877279281616
57,5.740002632141113,4.838736534118652,0.8946593999862671,3.757327079772949,0.6232778429985046,0.0009999999,12.257368087768555,12.012306213378906,1.2003082036972046,3.78814959526062,1.31458580493927
58,5.70341682434082,4.7795305252075195,0.8942645192146301,3.7580032348632812,0.6184934377670288,9.999999e-05,12.205587387084961,11.956806182861328,1.1993088722229004,3.7776565551757812,1.3089895248413086
59,5.695501804351807,4.768575191497803,0.8942225575447083,3.7578489780426025,0.6175474524497986,9.999999e-05,12.162080764770508,11.930469512939453,1.2003483772277832,3.773512363433838,1.3054372072219849
60,5.695981979370117,4.765792369842529,0.8941137790679932,3.7580113410949707,0.6174353957176208,9.999999e-05,12.217217445373535,11.953520774841309,1.2007309198379517,3.771287679672241,1.3093065023422241
61,5.688778400421143,4.763829708099365,0.8941493630409241,3.7586140632629395,0.6169872879981995,9.999999e-05,12.181632041931152,11.920076370239258,1.199009656906128,3.7789535522460938,1.3059759140014648
62,5.688065052032471,4.760812282562256,0.8941388726234436,3.75808048248291,0.6167889833450317,9.999999e-05,12.17411994934082,11.94773006439209,1.1997733116149902,3.779721736907959,1.3070145845413208
